UniqueID,lat,long,Classified
390,35.24975574,-87.70364624,71
391,35.11959012,-87.65836853,71
392,35.16136298,-87.51284131,71
393,35.23870608,-85.3897652,68
394,35.14815958,-84.77342825,67
395,35.05922281,-84.37565414,66
396,35.11150577,-81.88390847,45
397,35.08752026,-81.56860098,45
398,35.03281601,-81.78042166,45
399,35.03362311,-81.08916735,45
400,35.20286383,-80.13758181,45
401,35.05033136,-80.19929577,45
402,35.27454834,-80.05215435,45
403,35.25541434,-79.86270052,45
404,35.24975574,-79.95540524,45
405,35.24005719,-79.94866753,45
406,35.23196838,-79.89503793,45
407,35.20043808,-79.97911873,45
408,35.19505148,-79.93869698,45
409,35.19100708,-80.00121804,45
410,35.12983267,-79.95109328,45
411,35.09371841,-79.95378658,45
412,35.05760861,-80.13488851,45
413,35.05706906,-79.95378658,45
414,35.0400888,-79.97723254,45
415,35.0314649,-80.05134725,45
416,35.22792844,-79.84976467,45
417,35.20636868,-79.77268911,45
418,35.19639813,-79.85784902,45
419,35.09317886,-79.84491317,45
420,35.01341,-79.65303359,65
421,35.10234231,-79.44282711,65
422,35.09183221,-79.0393944,65
423,35.22469559,-78.78444976,65
424,35.18076452,-78.78283556,65
425,35.16836822,-78.89602093,65
426,35.16405627,-78.84400997,65
427,35.01934061,-78.86071822,65
428,35.23439413,-78.75211236,65
429,35.08886691,-78.50902892,65
430,35.07593106,-78.65724944,65
431,35.04575186,-78.72354736,65
432,35.27589945,-78.30960009,65
433,35.27589945,-77.7075501,65
434,35.23062173,-77.90050878,65
435,35.17833877,-77.90347408,65
436,35.08779227,-77.89916213,65
437,35.17861078,-77.39089596,63
438,35.07161911,-77.55744338,63
439,35.19693768,-76.95674004,63
440,35.10045611,-76.87993203,63
441,35.06569296,-76.83411922,63
442,35.04655896,-76.86780773,63
443,35.04251456,-77.07747466,63
444,35.01664285,-76.7325186,63
445,34.77490606,-89.53971232,74
446,34.76978702,-89.48149875,74
447,34.88459103,-89.12873035,65
448,34.86680368,-88.7697638,65
449,34.83769913,-88.87890921,65
450,34.75011346,-88.49703626,65
451,34.98619165,-88.16043656,65
452,34.95438934,-88.26527002,65
453,34.88540259,-88.23239307,65
454,34.88162573,-88.35150904,65
455,34.81182742,-88.30111228,65
456,34.79673782,-88.28171073,65
457,34.78622772,-85.7595094,68
458,35.00074616,-84.83756796,67
459,34.87569958,-82.94032748,45
460,34.88836343,-82.50886486,45
461,34.74849927,-82.1191751,45
462,34.95250314,-81.81060531,45
463,34.77140567,-81.82434826,45
464,34.76924747,-81.83513037,45
465,34.76574261,-81.92002273,45
466,34.9999346,-81.75536151,45
467,34.98727075,-81.53599157,45
468,34.92663144,-81.67532064,45
469,34.89914554,-81.65322134,45
470,34.80320352,-81.66669674,45
471,34.73583096,-81.73272265,45
472,34.89078918,-81.25221438,45
473,34.86734323,-81.36162734,45
474,34.84066443,-81.32497799,45
475,34.77706427,-81.31500744,45
476,34.76897992,-81.32794329,45
477,34.76304931,-81.34141424,45
478,34.78272287,-81.01882949,45
479,34.74930637,-81.08889981,45
480,34.81559982,-80.88273773,45
481,34.80455017,-80.7390967,45
482,34.80401508,-80.86225262,45
483,34.79889157,-80.87303472,45
484,34.79188632,-80.79999911,45
485,34.77787137,-80.95873419,45
486,34.77275232,-80.7598449,45
487,34.75739072,-80.85416827,45
488,34.73987537,-80.96331368,45
489,34.97676065,-80.20199352,45
490,34.96301324,-80.26774743,45
491,34.94792364,-80.32380279,45
492,34.91073474,-80.17935467,45
493,34.90749743,-80.21223162,45
494,34.90075973,-80.17827557,45
495,34.89833398,-80.24780633,45
496,34.87785333,-80.20630547,45
497,34.87030853,-80.23621712,45
498,34.86788278,-80.28823254,45
499,34.86330328,-80.18825057,45
500,34.86033798,-80.24106863,45
501,34.84955588,-80.27125228,45
502,34.84174353,-80.19848867,45
503,34.83931778,-80.22947942,45
504,34.83689203,-80.15536916,45
505,34.83204053,-80.18932522,45
506,34.82934723,-80.20307263,45
507,34.975142,-79.90824578,65
508,34.93256204,-79.99717809,45
509,34.92231949,-79.87239907,65
510,34.86464993,-79.89988943,65
511,34.85683313,-79.96968774,45
512,34.75388586,-79.89395882,65
513,34.74526196,-79.87051287,65
514,34.96894385,-79.69722774,65
515,34.87569958,-79.77834771,65
516,34.77841092,-79.84464117,65
517,34.75307876,-79.82981911,65
518,34.74742017,-79.85003222,65
519,34.86276373,-79.42261401,65
520,34.83473382,-79.11593041,65
521,34.9446908,-78.89817913,65
522,34.74095001,-78.98711144,65
523,34.91126983,-78.61871389,65
524,34.80293597,-78.64700689,63
525,34.79134677,-78.6817745,63
526,34.78892102,-78.44542876,65
527,34.82718902,-78.05034795,63
528,34.93498779,-77.66577724,63
529,34.93040384,-77.67548024,63
530,34.79377252,-77.7199464,63
531,34.78811392,-77.70997585,63
532,34.994276,-77.50489287,63
533,34.89860599,-77.63424694,63
534,34.76897992,-77.58897368,63
535,34.9646319,-77.24509673,63
536,34.86788278,-77.17233312,63
537,34.85144208,-77.24132433,63
538,34.80886212,-77.29818679,63
539,34.78218332,-77.26396319,63
540,34.82287707,-76.85971892,63
541,34.74714816,-77.0335436,63
542,34.96355279,-76.64789824,63
543,34.95843375,-76.63576949,63
544,34.83419427,-76.66649269,63
545,34.74553397,-76.63819524,63
546,34.63530945,-92.29286833,35
547,34.56631824,-92.43003919,35
548,34.54826334,-92.36428529,35
549,34.49436172,-92.44189594,35
550,34.50217853,-92.25325367,35
551,34.47657883,-92.26618952,35
552,34.6328837,-89.56100007,65
553,34.63045795,-89.52461826,65
554,34.61832919,-89.56127207,65
555,34.61509634,-89.65640253,74
556,34.58895709,-89.61786252,65
557,34.57656079,-89.65667008,65
558,34.56955108,-89.71542319,74
559,34.54556558,-89.72700794,65
560,34.48169787,-89.7887219,65
561,34.47873257,-89.47772635,65
562,34.62506689,-89.0853433,65
563,34.6711517,-88.87244352,65
564,34.54152563,-88.85573527,65
565,34.51915878,-88.82851245,65
566,34.51754013,-88.84037366,65
567,34.66711176,-88.50485306,65
568,34.65255725,-88.45283765,65
569,34.55688724,-88.45688205,65
570,34.53883234,-88.56899277,65
571,34.49571283,-88.65927173,65
572,34.64231469,-88.38546509,65
573,34.63072995,-88.38681174,65
574,34.59272949,-88.35528144,65
575,34.59030374,-88.4086435,65
576,34.57224884,-88.27038907,65
577,34.50945578,-88.33102839,65
578,34.50109942,-88.34099894,65
579,34.49571283,-88.39651474,65
580,34.49086133,-88.34153849,65
581,34.46256387,-88.34800418,65
582,34.6910928,-88.01113693,65
583,34.66576065,-87.89067432,71
584,34.57736789,-88.0919849,65
585,34.51700058,-88.08497965,65
586,34.49166842,-88.08524719,65
587,34.63126504,-87.57186197,71
588,34.48843558,-86.52406687,71
589,34.6846271,-85.12996905,67
590,34.63611654,-85.13482055,67
591,34.62560644,-85.15557321,67
592,34.59542279,-85.15503366,67
593,34.55095663,-84.98498138,67
594,34.69567676,-84.70039709,66
595,34.6253389,-84.59205877,66
596,34.47711392,-84.73030874,67
597,34.46498962,-84.7634577,67
598,34.53586703,-84.20398767,45
599,34.46391052,-83.18044561,45
600,34.53344128,-82.3919071,45
601,34.64420089,-82.28248968,45
602,34.56200628,-82.11270941,45
603,34.55338238,-82.12564526,45
604,34.52778268,-82.33477264,45
605,34.46768292,-82.09303585,45
606,34.46418253,-82.33046069,45
607,34.7102268,-81.84671957,45
608,34.654983,-81.98335089,45
609,34.65444345,-81.97311279,45
610,34.61914075,-81.86908642,45
611,34.60297205,-82.00895504,45
612,34.59812054,-81.97823184,45
613,34.59138284,-82.00545019,45
614,34.58868509,-81.97796429,45
615,34.57602124,-81.85291772,45
616,34.57467459,-81.89468612,45
617,34.57359549,-81.96960794,45
618,34.57063019,-81.87205172,45
619,34.54610513,-81.81303106,45
620,34.54206518,-81.87501703,45
621,34.71750406,-81.7370346,45
622,34.70888016,-81.66858294,45
623,34.68947861,-81.71331664,45
624,34.68597375,-81.51874377,45
625,34.61132394,-81.79039221,45
626,34.54206518,-81.70415765,45
627,34.52589648,-81.78311941,45
628,34.51026288,-81.58746298,45
629,34.50109942,-81.7036181,45
630,34.45528662,-81.7044252,45
631,34.7083406,-81.46242086,45
632,34.69433011,-81.36486019,45
633,34.66306735,-81.24897707,45
634,34.64420089,-81.49664446,45
635,34.64096805,-81.50607546,45
636,34.62937884,-81.43493051,45
637,34.62857175,-81.46430706,45
638,34.6186012,-81.48775302,45
639,34.60835864,-81.47454516,45
640,34.58383804,-81.46969366,45
641,34.58275894,-81.31258169,45
642,34.58033319,-81.3891177,45
643,34.55095663,-81.27889318,45
644,34.54341183,-81.45837646,45
645,34.53263419,-81.32875039,45
646,34.52993643,-81.26245248,45
647,34.52724313,-81.49449072,45
648,34.52401028,-81.45595071,45
649,34.51861923,-81.30584399,45
650,34.51296063,-81.45163876,45
651,34.48654938,-81.49260452,45
652,34.48627737,-81.44867346,45
653,34.47657883,-81.363246,45
654,34.47630682,-81.38857815,45
655,34.70402865,-81.05682995,45
656,34.61348215,-81.10668716,45
657,34.58707089,-81.16678246,45
658,34.58491269,-81.20289672,45
659,34.56389248,-81.11692526,45
660,34.55554059,-81.04362655,45
661,34.53074353,-81.01775485,45
662,34.52643158,-81.06653295,45
663,34.52562448,-81.14926712,45
664,34.50298562,-81.22580313,45
665,34.46121722,-81.13579171,45
666,34.6846271,-80.86548992,45
667,34.62075494,-80.75203256,45
668,34.61401724,-80.7399038,45
669,34.60997729,-80.93501623,45
670,34.59515524,-80.70702685,45
671,34.56551114,-80.80943456,45
672,34.53424838,-80.95253604,45
673,34.53182263,-80.90645123,45
674,34.52616403,-80.81994467,45
675,34.51942633,-80.96034838,45
676,34.51727258,-80.70378954,45
677,34.49328708,-80.72427465,45
678,34.47684637,-80.71349255,45
679,34.46525717,-80.93798153,45
680,34.46202432,-80.95981329,45
681,34.70564731,-80.57901498,45
682,34.70187491,-80.51864767,45
683,34.6797756,-80.47094866,45
684,34.66899796,-80.42648251,45
685,34.64312625,-80.47040911,45
686,34.58868509,-80.43456686,65
687,34.54367938,-80.66013494,45
688,34.48007922,-80.52457827,65
689,34.47469263,-80.4262105,65
690,34.57979364,-80.29954974,65
691,34.50810913,-80.40492275,65
692,34.68516666,-80.0276293,65
693,34.66683975,-79.89072597,65
694,34.64581955,-80.05404055,65
695,34.72774661,-79.7352282,65
696,34.60216049,-79.69749975,65
697,34.56092718,-79.77672906,65
698,34.52966888,-79.84356652,65
699,34.47549972,-79.59617114,65
700,34.69890961,-78.88335708,65
701,34.68759241,-79.025919,65
702,34.68489465,-78.90841723,65
703,34.66683975,-78.93806133,65
704,34.62991839,-78.90572393,65
705,34.61321014,-78.79954382,65
706,34.57170929,-78.76208291,65
707,34.52535693,-78.75885006,65
708,34.49301507,-78.81651961,65
709,34.47091577,-78.76747396,65
710,34.46795493,-78.81490542,65
711,34.45609372,-78.80358376,65
712,34.65713675,-78.71573055,65
713,34.61698254,-78.70791375,65
714,34.54987753,-78.734325,65
715,34.51592148,-78.6893193,65
716,34.50891623,-78.58475784,65
717,34.48897513,-78.72354736,65
718,34.6692655,-78.25624248,63
719,34.63746319,-78.24627193,63
720,34.61401724,-78.42117125,63
721,34.54044653,-78.43276046,63
722,34.72558841,-77.93662304,63
723,34.69298346,-78.14898327,63
724,34.59380859,-77.94847979,63
725,34.52885733,-77.93743014,63
726,34.51484683,-78.0678633,63
727,34.49867367,-77.95225219,63
728,34.48115832,-78.0002232,63
729,34.64959195,-77.85873592,63
730,34.58464514,-77.79217046,63
731,34.55742679,-77.83367577,63
732,34.23834243,-92.87389811,35
733,34.19738113,-92.89491831,35
734,34.43291977,-92.64913712,35
735,34.42752872,-92.68174653,35
736,34.41593951,-92.71085554,35
737,34.41136001,-92.55616487,35
738,34.40354321,-92.75073774,35
739,34.38414166,-92.55589286,35
740,34.37524576,-92.69468238,35
741,34.3528789,-92.69144953,35
742,34.35126025,-92.71651414,35
743,34.31676465,-92.69738014,35
744,34.29439779,-92.7879311,35
745,34.27768954,-92.62865647,35
746,34.26071374,-92.79089195,35
747,34.25020364,-92.815417,35
748,34.23241629,-92.67366218,35
749,34.21732223,-92.74427204,35
750,34.18821768,-92.66315208,35
751,34.18687103,-92.63054267,35
752,34.43480597,-92.35458228,35
753,34.42402386,-92.28370487,35
754,34.33967551,-92.54107081,35
755,34.2898183,-92.43165785,35
756,34.26529324,-92.52193681,35
757,34.25855554,-92.42438059,35
758,34.24615924,-92.52328345,35
759,34.20519794,-92.4416284,35
760,34.20384683,-92.33517628,35
761,34.19037588,-92.41090519,35
762,34.18606393,-92.28235822,35
763,34.42240967,-92.22441667,35
764,34.41162756,-92.11419215,73
765,34.39923126,-92.21929316,35
766,34.3709338,-92.1330586,35
767,34.35934906,-92.18210426,35
768,34.35018561,-92.07808235,73
769,34.33509155,-92.27669963,35
770,34.32943295,-92.21498567,35
771,34.3278143,-92.18129716,35
772,34.30571945,-92.20339646,35
773,34.30194259,-92.27157612,35
774,34.26232794,-92.1290142,35
775,34.22783233,-92.15623255,35
776,34.21301028,-92.136559,35
777,34.41944437,-89.99380933,74
778,34.21274274,-89.91619422,74
779,34.41998392,-89.67957648,65
780,34.31595755,-89.56693067,65
781,34.2927836,-89.73671094,65
782,34.29197204,-89.62190693,65
783,34.29116495,-89.72350754,65
784,34.28011529,-89.70976014,65
785,34.27984775,-89.55560901,65
786,34.19576248,-89.57690122,65
787,34.41378577,-89.26563367,65
788,34.36473565,-89.38852204,65
789,34.34075015,-89.41763105,65
790,34.33967551,-89.47287485,65
791,34.32673965,-89.25728177,65
792,34.3003284,-89.40307654,65
793,34.27122385,-89.28719342,65
794,34.25073874,-89.4639834,65
795,34.23241629,-89.4152053,65
796,34.21031698,-89.51033576,65
797,34.20223263,-89.24542057,65
798,34.42052347,-88.96972773,65
799,34.29008584,-89.06566974,65
800,34.26906564,-89.15056211,65
801,34.25909509,-89.18667191,65
802,34.24265439,-89.17023566,65
803,34.38198346,-88.86516626,65
804,34.40731561,-88.63178137,65
805,34.34668075,-88.49083811,65
806,34.32835385,-88.48194666,65
807,34.22136664,-88.48814481,65
808,34.20681213,-88.55659647,65
809,34.19549493,-88.49461051,65
810,34.44585562,-88.35986539,65
811,34.43938547,-88.30030518,65
812,34.43318731,-88.34207804,65
813,34.37875061,-88.26850287,65
814,34.39950327,-87.99604734,65
815,34.39141892,-88.05560309,65
816,34.25478314,-88.08713339,65
817,34.40570142,-87.82868836,65
818,34.2946698,-87.7890737,68
819,34.28254104,-87.78476175,68
820,34.24723834,-87.79123191,65
