,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
16,,0.7142318182311448,0.5697636740287977,0.5164137284073451,0.5224539116847424,0.5215752862379094,0.550378151526998,0.584409846889713,0.593240586077563,0.6209110116236547,-0.2206626763441324,0.0121115836452723,-0.0237941433041744,0.1173455624224577,0.15141788502061296,0.2163608042175831,0.3606046630375925,0.5058798618148618,0.5934216386867657,0.6636800973671139,0.6824115107324689,0.7353087445679383,0.7139899827352233,0.7288696872017184,0.6891815479672937,0.721148224565958,0.3597374749510949,0.4938220640282236,0.5886425186478988,0.610088776131713,0.5993548915266755,0.5977637482506002,0.6620310036143396,0.6661576750492395,0.6312361254153559,0.6820011775958584,0.6829843139499976,0.6504327855601445
17,,0.5375571352868624,0.5322434290472585,0.5048034297634661,0.5248129620941676,0.4804777975452463,0.4986460289523101,0.5238497610024083,0.5543562571797495,0.6141237601540944,-0.3105596296272273,-0.0135537903065508,0.0203177328126708,0.0496816213174512,0.140226125717163,0.2725668327600092,0.3681520922206909,0.4897198044616758,0.6015741438356064,0.6691979315444714,0.6887247149877574,0.7137194954307532,0.687376922424614,0.6696714479133913,0.6543283889884832,0.7078519297043818,0.6542791379249665,0.710958491940265,0.720608421695883,0.6903024396722454,0.4711594749868742,0.5051033345780739,0.549042922554968,0.5499248567748481,0.5390280175586525,0.5704939774884522,0.574216298356648,0.626808348957819
18,0.4304916831480582,0.5463198087730652,0.6458027185693299,0.4900233930871313,0.477792959251983,0.4942974702365653,0.4752557305994285,0.4557774815687352,0.4650410242420805,0.4987488539878932,0.4644165245153136,0.444117188908286,0.4668542586056526,0.1606311271966851,0.0232094641644501,0.0304372845599059,0.1350523240548574,0.3018469118044876,0.4027649367933221,0.4432933623002748,0.554103932256079,0.5704741326429077,0.6129437615137316,0.5775101152011906,0.5167353884059158,0.567846761601793,0.5179621472449627,0.6005706697197285,0.6440127980069251,0.5874624019868745,0.561683828244775,0.5974587489992885,0.5662725920057565,0.534321567230979,0.5363997107676867,0.5610604245531358,0.5893396614382497,0.5541029216626944
19,0.1552229677234949,0.2566145620756335,0.202111669873397,0.1394482525260114,0.1568700055460819,0.084670171997747,0.03464596216584787,-0.0129829406042024,-0.0504143425000658,0.0124309441526454,0.1682284795997305,0.4042043511827809,0.5225160395372122,0.6331618149895777,0.6659956843622828,0.6821537857201057,0.7130091408428535,0.7340782347336654,0.7235216380579198,0.7146642754335042,0.57673310279375,0.5642231347734546,0.6713854116379777,0.6553197765269566,0.590975228690751,0.6850372463010383,0.4745740053311773,0.5479966341978005,0.6414575530841887,0.6377806843235829,0.6148538934955619,0.6826960105198646,0.6257259868451392,0.6481915441931203,0.635771692590078,0.6570845842193171,0.6739668739441086,0.6348145214734544
20,0.1507285918382047,0.3359937653290491,0.389758148952637,0.2534968538103569,0.2820916709456991,-0.2633345438549237,-0.15520035178722208,-0.0377599307805781,-0.0230101934095917,0.1671838927919382,0.2651545014600508,0.3725621037517544,0.4878351761165949,0.5856400767098303,0.6105231474136172,0.6234960902181471,0.6578238105147926,0.6785603819729443,0.6609544381457221,0.68935761283105,0.7093027449475379,0.6934499728316174,0.7251070727741966,0.4093907117540724,0.3045417683179064,0.4190055325854503,0.3742894450363501,0.5145368012733745,0.4107016562944344,0.4015782714512709,0.3777860053544122,0.4458030323855019,0.4178883203051307,0.4262386237932153,0.4452041500726035,0.4957977642469793,0.371103021462949,0.5390355400046947
21,0.3163134920982715,0.4524495088993217,0.4362484046282346,0.3746272126946358,0.3388021847869562,0.354703056009721,0.15433395051986243,-0.0268393452021596,0.004411136587030748,0.0632016914288823,0.1359691235631129,0.2137365958544507,0.315648035957107,0.4369977762950129,0.4436883042723988,0.6172181478322026,0.5607519306910566,0.6491570011305621,0.6688224967235062,0.6819197920306453,0.7285147488759947,0.7354108254667309,0.6927775351095957,0.6663323221019937,0.4809320083186115,0.5526156174473541,0.53425926727821,0.67322146363142,0.6789812653681748,0.6467133673683875,0.6522508660388453,0.6930357263117998,0.6656169096572447,0.6701651161767028,0.6501274923460979,0.6693748884012967,0.7074843398660049,0.659375472808263
22,0.618007770640239,0.7419061263402303,0.7102786601443871,0.6775647579035523,0.6651542779404559,0.6973666194446234,0.6933035820384171,0.686761018015495,0.6960244999283586,0.7041704252091937,0.6191407458818688,0.6273837011146978,0.6605784990856437,-0.1158091114863516,-0.17284289016548882,-0.1256524409418777,-0.0103531554527092,0.1867119735381365,0.4698193368508296,0.5520415763178516,0.6888500980340165,0.7447732288956372,0.8049576798128704,0.7357075781035586,0.7210778732216008,0.7633208452371243,0.7259755421117319,0.7628862065286323,0.7919158587515219,0.7624304036603494,0.7910915909508188,0.7688441104054992,0.7047844753851967,0.7070542287394034,0.3305301945191932,0.3946388179685523,0.4774454405484826,0.463244330526547
23,0.3559346620184842,0.5238723809530274,0.4593814583738137,0.3883168183112734,0.3741387373440012,0.3577881608578146,0.16652402073941536,-0.0321079475909319,0.0608378628149351,0.1703673869735166,0.0653252312609528,0.1523656347745899,0.1881296756658031,0.2861565694682408,0.2827174316498491,0.4522757295042217,0.3431690426507931,0.3714612089721377,0.4812792579609327,0.415468337004272,0.5057120109920709,0.5328581763826377,0.5995951444714238,0.4740984120001482,0.4430340974042607,0.4846902085896957,0.4937767508927984,0.527705100900302,0.5852188199817746,0.47037950773130977,0.3391856868311725,0.38728227963912265,0.4281768044084098,0.4123154002057536,0.3846256909825874,0.4904523839877473,0.3943114909315663,0.451549396278369
24,0.3277942416045012,0.4515014116430767,0.40438093172608375,0.3578225569768043,0.3406273196066692,0.3376420505655659,0.3548364980613288,0.3760966925452365,0.4049196422114715,0.4346204844031487,0.3335930516580045,0.0394485730191182,-0.1572781902041786,-0.0416419047144637,0.0584153901552519,0.1665997068727653,0.1713841463047528,0.3180942070054094,0.5325027165478757,0.5982709655363906,0.6804978578543581,0.7433409157136649,0.7542482726149926,0.6705498000294003,0.663003807582944,0.6898989962348809,0.677566722178204,0.7170526798323149,0.7666339692496931,0.4243008426307926,0.453431967969274,0.5537520907977134,0.6140677239472863,0.5660417542247923,0.5373528197642915,0.6530809685537484,0.3977699196543607,0.6220310796913191
25,0.2956048029629169,0.30892005254172916,0.31567171162558055,0.3177442307809842,0.3017520094431751,0.2931223063565972,0.3150923238078041,0.3396025283010482,0.3615756322856019,0.3743619424701074,0.3595078517953982,0.3383947268355829,0.21373271499551788,0.0739971370056667,-0.0604543581988226,0.0288262954166021,0.2874788337883604,0.5681814916259224,0.6893895492336721,0.5216077396834619,0.2449524282078207,0.4640888726310315,0.6252899130331453,0.585916999186278,0.5488132605146999,0.6475998892866333,0.6439571921235091,0.6938403613355756,0.7419773592930047,0.6479862871122636,0.4921170912720916,0.4463393004214178,0.5280667265014772,0.4719151087724401,0.5240110334044732,0.574253895816458,0.5867191248353826,0.6256471331709857
26,0.1850160920208723,0.3069632510394958,0.25292953247296024,0.1981440946916705,0.17939576763203516,0.1529760562911553,0.0893031458176578,0.0195670985969228,-0.027537623145093032,-0.0481459666608078,0.014819333404366,0.1494604862596012,0.2710878888334421,0.3849733525475679,0.321704388155577,0.3481441302006045,0.4450224637477525,0.4603662880170351,0.5558978310198625,0.5626564428066408,0.5889117903224723,0.64683744336718,0.6467981726895808,0.4505706187982847,0.3216718103544134,0.4198412171172054,0.4459056777119095,0.4999164361073036,0.4978073080583841,0.5126179996509643,0.5292099606222487,0.2992924629398059,0.4516039663573547,0.4057454656151666,0.4022085993280471,0.5064619449155024,0.5555165069879017,0.5165432792438288
27,0.3344781346650655,0.3404876648034632,0.340576829093705,0.3404529155687822,0.3408979006968871,0.34161220730528,0.3775967395108102,0.3921963150057369,0.20396497767151317,-0.0589051112028204,-0.2172282477191876,-0.1324647058889123,0.018811667055330064,0.1671743349228658,0.1993132935970895,0.4494383374709841,0.4175189214129374,0.5031720174888966,0.5922389727217185,0.6421916599334211,0.6433232462792876,0.6379636412447027,0.685298889581172,0.5786685226666406,0.4448397208924691,0.6183797841011556,0.6125667752432721,0.6134504566912254,0.5764557299392011,0.3238164484500885,0.5995884022860669,0.6339207661673112,0.621450840619791,0.6002113308657712,0.6111162345231168,0.6295894141089597,0.7245887273961972,0.6255167111355092
28,0.5384524681466691,0.3587956570310796,0.46310860005405974,0.5845182077089947,0.6133679680628622,0.56988070057639,0.1220569539880299,-0.2386228371850142,-0.13826100329078433,-0.023545448806084,0.0968468846285597,0.209176444445096,0.43167969777984583,0.6007616779144773,0.5857698133651249,0.5812776943301478,0.6762996659887598,0.7141127227891421,0.7619162551731085,0.7276182192606284,0.7254993326613244,0.7239659989979249,0.7525476496439455,0.699185319859931,0.6038890220087471,0.6964241375990794,0.5247705409036462,0.5234590541555527,0.6049845767697546,0.4426990988491274,0.4189901044098198,0.4920700573583022,0.5381803897509337,0.495467277114273,0.5719574625187732,0.6306293661374572,0.6666801390242071,0.6007207855603374
29,0.3921966660701627,0.2848822556316331,0.35799108812996905,0.4242246872880675,0.4177135899593846,0.4087925174050106,0.42638453675740784,0.444642758576138,0.13765336450753887,-0.1627718236245905,-0.0656047531715792,-0.0555686860108731,0.031853701477707004,0.1209219109833089,0.1638467799539225,0.279590880850654,0.4875389637999511,0.5860492528946862,0.7123552014836465,0.6844419512844168,0.7073902438686437,0.7409159752863511,0.7284337691027981,0.6659068610589538,0.5648137667765912,0.6819983073311994,0.6849427188588828,0.6843347955765039,0.7210713982044356,0.6543866395950317,0.6665958903660598,0.676896879395398,0.684339516526516,0.6427805709072593,0.6692383450993962,0.6898649044530238,0.531926044828176,0.6320875412583653
30,0.4475534168476442,0.3209156856773803,0.40994139544064434,0.4919480226222975,0.49738848052291507,0.5012881734246994,0.5525919231391585,0.5589734521846459,0.3425261390388755,0.0249433128954366,-0.2836135221463284,-0.0817023727460172,0.0283048386423402,0.1691284695212145,0.1557979168552318,0.2396557146061752,0.4351994094792764,0.5301436130977633,0.6736017384817208,0.6961096831629465,0.7413633500264231,0.7702618286913899,0.7631620537891419,0.6910984948117606,0.4614541334142663,0.5763610579548819,0.597575223812742,0.6504298882724066,0.6947753611323123,0.5861518493560852,0.4619676428854903,0.577203147226912,0.5527341781464893,0.5608475513373439,0.5935491775470153,0.6592162284791838,0.6816816825203005,0.6462984943309117
31,0.1753315721235738,0.1285089250933062,0.018971913497341,-0.1127559249175693,-0.11527760459898381,-0.0140782935471775,0.10725373755923859,0.2400402114108188,0.40478350992727496,0.5546812308353882,0.590062750522449,0.6717828785858957,0.6408226415007527,0.6897663517298007,0.6394990838632818,0.6901087987402647,0.6869028345782153,0.68690932368718,0.7294416543388069,0.6496739568913972,0.2683974571745932,0.0525324755891624,0.0829073360589386,0.0620547218246134,0.0078947834960458,0.0746147756958454,0.1975849064513111,0.2497378800457574,0.4014390662532389,0.42738468770500765,0.4529444201935029,0.5826024577342964,0.6322846494691192,0.5638909887196867,0.5789358226982,0.5518480082561561,0.6425908018372928,0.6188933612709013
32,0.3680073862893797,0.3803833655503445,0.38422693808571273,0.3847178834074489,0.3779897349504972,0.3604277186609476,0.14309018983530988,-0.0348084763738583,0.07522852971756319,0.1966084339292895,0.2710038676266599,0.4084519760024201,0.4693519278308085,0.5453080725424934,0.5884227140198752,0.6760904371755209,0.687888097870427,0.6668717791723459,0.7127349195666894,0.6695859326700273,0.6846003856519361,0.705441636214483,0.7114721393705992,0.6317385650841981,0.6076171620275282,0.3987965476435739,0.4703162852354933,0.5472815618225128,0.5508743312336714,0.5505135837514467,0.5517247395467799,0.6250766943013066,0.6526841234899123,0.5955874703147194,0.5796302157809894,0.6206976977697803,0.670870244905642,0.6066332055990239
33,0.4773804560523321,0.5011627065385281,0.5070733843443075,0.4985898861201173,0.4814727972610061,0.4492517138689824,0.18293473020553477,-0.0688678074032575,0.0455017986724812,0.0438303229867062,0.0879020181889994,0.2827483027827104,0.3962632362749442,0.4752622744461307,0.4844174739775879,0.6557425848480796,0.6221645789267392,0.6357566496682547,0.6890658621175758,0.6466270809710162,0.6732919419737631,0.6585034490510181,0.7006259304460756,0.5863029535462796,0.5323832086002342,0.6492863010589769,0.5755486104831674,0.6500442138030419,0.637624128352082,0.5860712150631308,0.6117216931685571,0.6424046856374428,0.6568573493502037,0.6445641903346088,0.5940845497205955,0.5978968567014282,0.6454356179114372,0.5887316208408805
34,0.3011053466418945,0.3482764296600145,0.3409998595824728,0.3749845745314717,0.3644247680927902,0.1851501363772609,0.0393278396373075,-0.0055995081120533,0.1474550697345573,0.2471238959698233,0.3574567867979462,0.5773506682129926,0.5982915751629673,0.6542051940571697,0.6437118087500919,0.7125664213892069,0.7310552682461712,0.7336573224871682,0.7525271438115153,0.6790594525184013,0.6950758472063814,0.7032445204132554,0.7031192661755321,0.6270477447382321,0.5619657435622579,0.4416525866672129,0.4020887844715736,0.5077462416922873,0.5426579454862364,0.5116819977539997,0.5410955086464837,0.6164458845195222,0.6229992632266639,0.6029087155082872,0.5703613033578042,0.5974578018516583,0.602696232728603,0.5602630749832069
35,0.4947587833069328,0.5859920978882702,0.5500071655384637,0.5957934718257217,0.572984319514706,0.6257430404037625,0.6355774987444238,0.6449909757786992,0.667111088366646,0.6302558001759765,0.5609148842577608,0.5993806533662699,0.5742389165466617,0.6088412336580233,0.091212710357239,0.0879804584566337,0.1141389351809331,0.2564645834153551,0.4055738607111253,0.5094829656305722,0.5962381540954887,0.6248382220054198,0.6318244819147045,0.5509071824393792,0.5272343037139892,0.6256886513673404,0.5633331034006472,0.6159076381460008,0.6535769796250299,0.592370985449202,0.6156484735914034,0.6377590492679063,0.6502504617665731,0.6425516579630414,0.6195622770918219,0.6379098015306764,0.651119780113036,0.6067215032593669
36,0.4324553256154602,0.4713245393807718,0.4601716901367016,0.4732326966172315,0.4642284946869234,0.4094030152452385,0.4258570338618603,0.4714825355049295,0.5685897144942496,0.0092051394428332,-0.212941338586178,-0.0847497043537058,-0.0038144020483935,0.0098065550951234,0.0690712336999592,0.4080223256508555,0.3971583115425337,0.4967185196453002,0.643046692554986,0.6238855768447567,0.652627005361266,0.7020165615468776,0.6944639442423011,0.6307333921263086,0.5066013499400944,0.6474961648260694,0.6031607359850718,0.4709693960397251,0.4924589320425279,0.5085911208110419,0.5217302770572678,0.5837412634177322,0.6202582307794173,0.6270820411359819,0.6007237207233298,0.6034492981893927,0.6182420404625806,0.5917915331620499
37,0.4222582109556212,0.47704687279942,0.4806466937233262,0.479205028361763,0.4598577989173373,0.4873411544959871,0.5284663244738642,0.5040105150347872,0.2145968326970367,-0.1054125452269662,-0.0366279920241276,0.0403922333221814,0.1271247930961368,0.2510717096130333,0.2451121638498789,0.5006439804358274,0.5277316242750677,0.6119878001206347,0.6042870360385884,0.6216965597170196,0.6698797107919818,0.6994918249557989,0.6819224338773611,0.6086389629309537,0.524212670326233,0.4889544970730294,0.4668578926027242,0.5482835101307867,0.4916439499858405,0.5439183980772963,0.5606059092981017,0.6013745150041513,0.5920521337827943,0.622358907681426,0.523638055665873,0.6006745253782849,0.5466258225975655,0.5675682574552607
38,,,0.5121264888030238,0.3903604566949421,0.4288779890337621,0.5118040170413745,0.534740264842899,0.5373093259459764,0.5092357128917782,0.1243233210965993,-0.2110565733434191,-0.1051471721430647,-0.0498745736303593,0.0216780728178076,0.1463655768201796,0.2851601105044295,0.4203061191002957,0.5446046830204919,0.6341150437198577,0.5790976128251993,0.7401853206480494,0.6138060457186033,0.6840547273147523,0.7018527929125745,0.6932833205222272,0.6582649523413997,0.6715552744254991,0.4994272725879216,0.4761519839386016,0.5070594689181472,0.4888135035573302,0.5767305115052255,0.5165805344956523,0.5772027106336529,0.6251280530589296,0.6145706829312779,0.6171760993554719,0.6757345981398939
39,,,0.1383365860330448,0.1231781097161092,0.0762569308607262,0.2742395084830251,0.2177283720633858,0.1417515010807971,0.0522867566392343,0.07176665837514545,0.1095377577257698,0.0756516234833967,0.0727377883715207,0.1070586568548302,0.056249012599238285,-0.022346040125838455,-0.0936197705562146,-0.1344462750375893,-0.0362505680496174,0.0898538305729155,0.1675048028396819,0.2073671485356067,0.2151379019556728,0.2626874625564935,0.3232127256811457,0.3371973452459589,0.3304483616257764,0.5006220061821465,0.4521986381309993,0.4931750620580318,0.5346833576284313,0.4517562533206406,0.4443018045818512,0.5136257465797213,0.524130189299213,0.547144340682279,0.502451439535729,0.6462608399230162
